OrderID,OrderDate,WarehouseID,ShipmentDate,DeliveryDate,DelayDays
O003694,2023-06-06,W01,2023-06-13,2023-06-16,0
O003695,2023-06-05,W03,2023-06-12,2023-06-16,1
O003696,2023-05-19,W05,2023-05-22,2023-05-27,2
O003697,2023-05-01,W04,2023-05-10,2023-05-15,2
O003698,2023-03-06,W05,2023-03-13,2023-03-14,0
O003699,2023-04-17,W02,2023-04-24,2023-04-26,0
O003700,2023-05-27,W02,2023-05-29,2023-06-03,2
O003701,2023-05-17,W01,2023-05-20,2023-05-22,0
O003702,2023-06-11,W05,2023-06-14,2023-06-15,0
O003703,2023-04-10,W03,2023-04-16,2023-04-18,0
O003704,2023-12-04,W04,2023-12-08,2023-12-11,0
O003705,2023-11-03,W05,2023-11-07,2023-11-10,0
O003706,2023-05-21,W05,2023-05-22,2023-05-23,0
O003707,2023-03-24,W04,2023-03-30,2023-04-01,0
O003708,2023-06-26,W05,2023-07-04,2023-07-06,0
O003709,2023-07-17,W05,2023-07-25,2023-07-26,0
O003710,2023-04-22,W04,2023-04-30,2023-05-05,2
O003711,2023-02-25,W03,2023-03-02,2023-03-06,1
O003712,2023-06-28,W04,2023-07-04,2023-07-09,2
O003713,2023-07-05,W01,2023-07-10,2023-07-16,3
O003714,2023-08-06,W01,2023-08-10,2023-08-14,1
O003715,2023-11-12,W01,2023-11-16,2023-11-18,0
O003716,2023-08-05,W01,2023-08-09,2023-08-13,1
O003717,2023-04-30,W02,2023-05-04,2023-05-08,1
O003718,2023-06-24,W03,2023-06-30,2023-07-02,0
O003719,2023-01-23,W02,2023-01-29,2023-02-01,0
O003720,2023-08-01,W05,2023-08-06,2023-08-10,1
O003721,2023-08-23,W05,2023-09-01,2023-09-02,0
O003722,2023-01-13,W04,2023-01-21,2023-01-26,2
O003723,2023-04-11,W01,2023-04-17,2023-04-19,0
O003724,2023-01-24,W04,2023-02-02,2023-02-04,0
O003725,2023-12-30,W05,2024-01-04,2024-01-08,1
O003726,2023-01-11,W01,2023-01-15,2023-01-18,0
O003727,2023-09-30,W03,2023-10-06,2023-10-09,0
O003728,2023-10-08,W05,2023-10-12,2023-10-17,2
O003729,2023-04-04,W04,2023-04-12,2023-04-17,2
O003730,2023-07-20,W04,2023-07-27,2023-07-30,0
O003731,2023-01-21,W05,2023-01-26,2023-02-01,3
O003732,2023-12-06,W02,2023-12-12,2023-12-15,0
O003733,2023-07-30,W03,2023-08-06,2023-08-09,0
O003734,2023-05-20,W05,2023-05-22,2023-05-26,1
O003735,2023-10-20,W05,2023-10-29,2023-10-30,0
O003736,2023-10-25,W04,2023-11-01,2023-11-06,2
O003737,2023-04-11,W01,2023-04-19,2023-04-25,3
O003738,2023-10-31,W01,2023-11-05,2023-11-11,3
O003739,2023-12-25,W01,2023-12-28,2023-12-30,0
O003740,2023-01-28,W04,2023-01-30,2023-02-02,0
O003741,2023-02-10,W01,2023-02-12,2023-02-15,0
O003742,2023-12-21,W05,2023-12-24,2023-12-25,0
O003743,2023-10-30,W02,2023-10-31,2023-11-03,0
O003744,2023-05-26,W02,2023-05-27,2023-06-01,2
O003745,2023-09-13,W02,2023-09-20,2023-09-26,3
O003746,2023-08-15,W01,2023-08-23,2023-08-26,0
O003747,2023-08-24,W02,2023-08-30,2023-08-31,0
O003748,2023-12-27,W01,2024-01-03,2024-01-07,1
O003749,2023-01-13,W05,2023-01-14,2023-01-19,2
O003750,2023-07-29,W05,2023-07-30,2023-08-03,1
O003751,2023-08-17,W04,2023-08-26,2023-08-28,0
O003752,2023-04-10,W04,2023-04-15,2023-04-16,0
O003753,2023-01-31,W03,2023-02-07,2023-02-09,0
O003754,2023-01-16,W05,2023-01-22,2023-01-24,0
O003755,2023-05-17,W01,2023-05-21,2023-05-27,3
O003756,2023-11-25,W03,2023-11-26,2023-11-28,0
O003757,2023-06-15,W05,2023-06-19,2023-06-21,0
O003758,2023-11-06,W01,2023-11-14,2023-11-15,0
O003759,2023-04-10,W05,2023-04-11,2023-04-15,1
O003760,2023-04-19,W05,2023-04-21,2023-04-24,0
O003761,2023-12-09,W01,2023-12-17,2023-12-19,0
O003762,2023-06-22,W05,2023-06-24,2023-06-30,3
O003763,2023-08-25,W05,2023-09-03,2023-09-06,0
O003764,2023-06-11,W05,2023-06-14,2023-06-20,3
O003765,2023-08-04,W04,2023-08-07,2023-08-10,0
O003766,2023-09-21,W02,2023-09-27,2023-09-29,0
O003767,2023-09-20,W05,2023-09-23,2023-09-28,2
O003768,2023-10-19,W01,2023-10-28,2023-10-31,0
O003769,2023-10-01,W05,2023-10-09,2023-10-14,2
O003770,2023-01-03,W04,2023-01-07,2023-01-11,1
O003771,2023-01-28,W04,2023-02-03,2023-02-06,0
O003772,2023-11-22,W05,2023-11-30,2023-12-01,0
O003773,2023-05-29,W03,2023-06-02,2023-06-08,3
O003774,2023-01-28,W02,2023-02-02,2023-02-06,1
O003775,2023-11-06,W01,2023-11-13,2023-11-17,1
O003776,2023-03-06,W01,2023-03-14,2023-03-19,2
O003777,2023-12-22,W01,2023-12-29,2023-12-31,0
O003778,2023-01-21,W01,2023-01-29,2023-02-04,3
O003779,2023-09-09,W04,2023-09-13,2023-09-14,0
O003780,2023-08-23,W02,2023-08-24,2023-08-25,0
O003781,2023-08-15,W05,2023-08-21,2023-08-26,2
O003782,2023-01-13,W05,2023-01-18,2023-01-23,2
O003783,2023-11-09,W03,2023-11-13,2023-11-17,1
O003784,2023-02-18,W05,2023-02-20,2023-02-25,2
O003785,2023-04-28,W02,2023-04-29,2023-05-01,0
O003786,2023-02-23,W05,2023-03-04,2023-03-08,1
O003787,2023-05-18,W04,2023-05-20,2023-05-24,1
O003788,2023-02-22,W05,2023-03-03,2023-03-07,1
O003789,2023-02-13,W01,2023-02-19,2023-02-20,0
O003790,2023-10-30,W01,2023-11-05,2023-11-11,3
O003791,2023-02-22,W01,2023-02-24,2023-03-02,3
O003792,2023-03-15,W01,2023-03-21,2023-03-22,0
O003793,2023-02-15,W04,2023-02-18,2023-02-22,1
O003794,2023-01-13,W04,2023-01-20,2023-01-22,0
O003795,2023-06-14,W04,2023-06-18,2023-06-21,0
O003796,2023-04-12,W05,2023-04-21,2023-04-25,1
O003797,2023-10-07,W01,2023-10-12,2023-10-17,2
O003798,2023-09-15,W03,2023-09-18,2023-09-24,3
O003799,2023-12-03,W03,2023-12-04,2023-12-07,0
O003800,2023-12-22,W01,2023-12-23,2023-12-24,0
O003801,2023-05-18,W02,2023-05-22,2023-05-23,0
O003802,2023-06-12,W05,2023-06-16,2023-06-19,0
O003803,2023-04-21,W03,2023-04-30,2023-05-06,3
O003804,2023-04-12,W04,2023-04-20,2023-04-26,3
O003805,2023-01-17,W02,2023-01-21,2023-01-26,2
O003806,2023-09-25,W04,2023-10-01,2023-10-02,0
O003807,2023-07-01,W02,2023-07-08,2023-07-09,0
O003808,2023-01-24,W02,2023-02-01,2023-02-05,1
O003809,2023-01-29,W05,2023-02-02,2023-02-04,0
O003810,2023-06-20,W04,2023-06-21,2023-06-26,2
O003811,2023-08-16,W04,2023-08-21,2023-08-25,1
O003812,2023-07-07,W03,2023-07-08,2023-07-10,0
O003813,2023-12-12,W01,2023-12-16,2023-12-17,0
O003814,2023-08-18,W01,2023-08-25,2023-08-27,0
O003815,2023-11-17,W03,2023-11-24,2023-11-25,0
O003816,2023-12-06,W02,2023-12-07,2023-12-13,3
O003817,2023-04-29,W03,2023-05-08,2023-05-12,1
O003818,2023-06-05,W03,2023-06-07,2023-06-08,0
O003819,2023-09-29,W04,2023-10-04,2023-10-06,0
O003820,2023-06-24,W03,2023-06-30,2023-07-04,1
O003821,2023-04-14,W02,2023-04-15,2023-04-17,0
O003822,2023-04-02,W01,2023-04-04,2023-04-06,0
O003823,2023-07-05,W05,2023-07-12,2023-07-15,0
O003824,2023-10-10,W03,2023-10-16,2023-10-17,0
O003825,2023-06-30,W03,2023-07-06,2023-07-07,0
O003826,2023-06-19,W04,2023-06-25,2023-06-27,0
O003827,2023-07-06,W04,2023-07-13,2023-07-19,3
O003828,2023-06-24,W03,2023-07-03,2023-07-04,0
O003829,2023-08-10,W03,2023-08-19,2023-08-24,2
O003830,2023-08-21,W02,2023-08-23,2023-08-29,3
O003831,2023-06-11,W01,2023-06-13,2023-06-19,3
O003832,2023-05-14,W01,2023-05-19,2023-05-25,3
O003833,2023-08-12,W05,2023-08-19,2023-08-20,0
O003834,2023-06-02,W01,2023-06-05,2023-06-11,3
O003835,2023-02-02,W05,2023-02-05,2023-02-11,3
O003836,2023-02-24,W04,2023-02-28,2023-03-04,1
O003837,2023-01-07,W05,2023-01-10,2023-01-11,0
O003838,2023-09-01,W05,2023-09-04,2023-09-10,3
O003839,2023-11-09,W01,2023-11-17,2023-11-22,2
O003840,2023-05-06,W03,2023-05-13,2023-05-19,3
O003841,2023-01-12,W04,2023-01-19,2023-01-21,0
O003842,2023-01-16,W02,2023-01-18,2023-01-19,0
O003843,2023-07-27,W05,2023-08-05,2023-08-09,1
O003844,2023-02-12,W05,2023-02-18,2023-02-23,2
O003845,2023-05-15,W05,2023-05-18,2023-05-21,0
O003846,2023-08-16,W03,2023-08-25,2023-08-27,0
O003847,2023-04-21,W02,2023-04-30,2023-05-02,0
O003848,2023-11-03,W01,2023-11-09,2023-11-11,0
O003849,2023-06-09,W04,2023-06-15,2023-06-20,2
O003850,2023-11-27,W03,2023-12-05,2023-12-06,0
O003851,2023-09-21,W02,2023-09-29,2023-09-30,0
O003852,2023-08-13,W04,2023-08-19,2023-08-25,3
O003853,2023-08-05,W01,2023-08-12,2023-08-18,3
O003854,2023-02-14,W04,2023-02-18,2023-02-19,0
O003855,2023-08-02,W05,2023-08-03,2023-08-09,3
O003856,2023-02-28,W05,2023-03-04,2023-03-05,0
O003857,2023-05-12,W03,2023-05-20,2023-05-22,0
O003858,2023-04-14,W04,2023-04-22,2023-04-25,0
O003859,2023-07-14,W05,2023-07-16,2023-07-18,0
O003860,2023-06-06,W03,2023-06-13,2023-06-19,3
O003861,2023-04-08,W03,2023-04-09,2023-04-12,0
O003862,2023-08-14,W03,2023-08-16,2023-08-19,0
O003863,2023-07-24,W01,2023-08-01,2023-08-02,0
O003864,2023-03-20,W05,2023-03-24,2023-03-28,1
O003865,2023-05-04,W05,2023-05-07,2023-05-12,2
O003866,2023-08-06,W02,2023-08-08,2023-08-12,1
O003867,2023-01-04,W01,2023-01-10,2023-01-13,0
O003868,2023-03-31,W05,2023-04-04,2023-04-08,1
O003869,2023-04-14,W05,2023-04-17,2023-04-23,3
O003870,2023-04-29,W02,2023-05-02,2023-05-05,0
O003871,2023-05-13,W04,2023-05-16,2023-05-18,0
O003872,2023-11-08,W04,2023-11-16,2023-11-22,3
O003873,2023-04-06,W01,2023-04-15,2023-04-17,0
O003874,2023-11-27,W03,2023-12-06,2023-12-12,3
O003875,2023-05-23,W02,2023-05-28,2023-05-29,0
O003876,2023-10-15,W02,2023-10-16,2023-10-22,3
O003877,2023-01-28,W05,2023-02-02,2023-02-07,2
O003878,2023-10-05,W05,2023-10-06,2023-10-08,0
O003879,2023-08-21,W02,2023-08-30,2023-09-05,3
O003880,2023-01-17,W03,2023-01-25,2023-01-30,2
O003881,2023-02-28,W04,2023-03-07,2023-03-08,0
O003882,2023-03-31,W01,2023-04-02,2023-04-08,3
O003883,2023-07-18,W04,2023-07-20,2023-07-25,2
O003884,2023-12-28,W01,2024-01-01,2024-01-07,3
O003885,2023-01-26,W03,2023-02-04,2023-02-06,0
O003886,2023-01-25,W02,2023-02-03,2023-02-05,0
O003887,2023-10-28,W03,2023-11-05,2023-11-09,1
O003888,2023-12-05,W02,2023-12-10,2023-12-14,1
O003889,2023-09-24,W05,2023-10-01,2023-10-07,3
O003890,2023-06-30,W01,2023-07-09,2023-07-13,1
O003891,2023-12-26,W05,2023-12-29,2024-01-04,3
O003892,2023-03-09,W02,2023-03-13,2023-03-19,3
O003893,2023-12-17,W01,2023-12-19,2023-12-24,2
O003894,2023-11-17,W01,2023-11-26,2023-11-28,0
O003895,2023-02-18,W05,2023-02-25,2023-02-26,0
O003896,2023-06-24,W01,2023-06-30,2023-07-03,0
O003897,2023-02-21,W02,2023-02-26,2023-02-28,0
O003898,2023-04-12,W02,2023-04-19,2023-04-23,1
O003899,2023-08-04,W05,2023-08-07,2023-08-13,3
O003900,2023-07-07,W03,2023-07-12,2023-07-16,1
O003901,2023-02-26,W02,2023-02-28,2023-03-05,2
O003902,2023-02-16,W02,2023-02-21,2023-02-25,1
O003903,2023-06-08,W01,2023-06-15,2023-06-20,2
O003904,2023-06-23,W01,2023-06-30,2023-07-01,0
O003905,2023-08-30,W02,2023-09-08,2023-09-14,3
O003906,2023-10-09,W05,2023-10-12,2023-10-16,1
O003907,2023-08-29,W03,2023-09-06,2023-09-11,2
O003908,2023-01-05,W01,2023-01-10,2023-01-14,1
O003909,2023-03-25,W01,2023-04-01,2023-04-06,2
O003910,2023-11-04,W03,2023-11-05,2023-11-11,3
O003911,2023-12-27,W01,2023-12-28,2024-01-03,3
O003912,2023-09-05,W05,2023-09-09,2023-09-11,0
O003913,2023-02-23,W01,2023-02-28,2023-03-05,2
O003914,2023-06-10,W01,2023-06-13,2023-06-16,0
O003915,2023-08-14,W02,2023-08-20,2023-08-21,0
O003916,2023-01-15,W05,2023-01-18,2023-01-20,0
O003917,2023-08-12,W05,2023-08-17,2023-08-18,0
O003918,2023-03-02,W02,2023-03-03,2023-03-05,0
O003919,2023-05-02,W04,2023-05-05,2023-05-09,1
O003920,2023-10-04,W03,2023-10-11,2023-10-16,2
O003921,2023-02-15,W05,2023-02-18,2023-02-22,1
O003922,2023-10-21,W04,2023-10-26,2023-10-27,0
O003923,2023-03-03,W03,2023-03-10,2023-03-16,3
O003924,2023-03-27,W05,2023-03-29,2023-03-30,0
O003925,2023-07-29,W01,2023-08-01,2023-08-03,0
O003926,2023-03-19,W05,2023-03-23,2023-03-24,0
O003927,2023-07-21,W03,2023-07-26,2023-07-31,2
O003928,2023-10-29,W04,2023-11-07,2023-11-08,0
O003929,2023-08-11,W01,2023-08-20,2023-08-24,1
O003930,2023-08-10,W03,2023-08-14,2023-08-20,3
O003931,2023-01-03,W03,2023-01-12,2023-01-17,2
O003932,2023-01-06,W05,2023-01-10,2023-01-11,0
O003933,2023-04-03,W02,2023-04-05,2023-04-08,0
O003934,2023-01-08,W02,2023-01-09,2023-01-12,0
O003935,2023-08-23,W01,2023-08-30,2023-09-05,3
O003936,2023-04-18,W03,2023-04-22,2023-04-26,1
O003937,2023-06-10,W04,2023-06-18,2023-06-20,0
O003938,2023-07-28,W01,2023-08-05,2023-08-07,0
O003939,2023-08-28,W01,2023-09-05,2023-09-11,3
O003940,2023-11-27,W05,2023-12-03,2023-12-04,0
O003941,2023-11-29,W04,2023-12-08,2023-12-13,2
O003942,2023-02-19,W03,2023-02-23,2023-03-01,3
O003943,2023-01-11,W03,2023-01-16,2023-01-18,0
O003944,2023-12-17,W03,2023-12-21,2023-12-24,0
O003945,2023-06-05,W01,2023-06-10,2023-06-12,0
O003946,2023-03-11,W05,2023-03-13,2023-03-16,0
O003947,2023-06-18,W01,2023-06-23,2023-06-25,0
O003948,2023-09-29,W02,2023-10-07,2023-10-11,1
O003949,2023-03-09,W02,2023-03-18,2023-03-24,3
O003950,2023-12-21,W03,2023-12-28,2024-01-02,2
O003951,2023-09-09,W05,2023-09-16,2023-09-22,3
O003952,2023-02-17,W03,2023-02-23,2023-02-24,0
O003953,2023-07-03,W03,2023-07-05,2023-07-08,0
O003954,2023-11-16,W01,2023-11-25,2023-11-27,0
O003955,2023-07-06,W03,2023-07-11,2023-07-12,0
O003956,2023-03-31,W03,2023-04-06,2023-04-09,0
O003957,2023-11-28,W05,2023-11-29,2023-12-05,3
O003958,2023-05-19,W05,2023-05-24,2023-05-27,0
O003959,2023-12-23,W05,2023-12-29,2024-01-02,1
O003960,2023-03-30,W03,2023-04-01,2023-04-03,0
O003961,2023-10-01,W05,2023-10-08,2023-10-14,3
O003962,2023-01-19,W05,2023-01-23,2023-01-24,0
O003963,2023-11-07,W04,2023-11-12,2023-11-14,0
O003964,2023-12-24,W04,2023-12-27,2024-01-02,3
O003965,2023-06-03,W02,2023-06-08,2023-06-10,0
O003966,2023-09-17,W01,2023-09-21,2023-09-26,2
O003967,2023-04-18,W01,2023-04-24,2023-04-27,0
O003968,2023-10-12,W05,2023-10-14,2023-10-17,0
O003969,2023-02-28,W02,2023-03-03,2023-03-08,2
O003970,2023-05-05,W02,2023-05-06,2023-05-11,2
O003971,2023-12-20,W04,2023-12-27,2023-12-29,0
O003972,2023-09-30,W02,2023-10-09,2023-10-12,0
O003973,2023-04-17,W03,2023-04-19,2023-04-20,0
O003974,2023-10-26,W05,2023-11-02,2023-11-06,1
O003975,2023-09-02,W03,2023-09-05,2023-09-11,3
O003976,2023-12-02,W01,2023-12-07,2023-12-12,2
O003977,2023-09-04,W04,2023-09-10,2023-09-11,0
O003978,2023-01-08,W03,2023-01-16,2023-01-17,0
O003979,2023-05-21,W05,2023-05-25,2023-05-27,0
O003980,2023-12-28,W03,2023-12-30,2024-01-04,2
O003981,2023-01-08,W03,2023-01-11,2023-01-12,0
O003982,2023-12-18,W02,2023-12-26,2023-12-30,1
O003983,2023-04-04,W04,2023-04-11,2023-04-12,0
O003984,2023-11-17,W01,2023-11-23,2023-11-27,1
O003985,2023-02-08,W05,2023-02-13,2023-02-17,1
O003986,2023-03-22,W05,2023-03-27,2023-03-31,1
O003987,2023-07-06,W01,2023-07-07,2023-07-12,2
O003988,2023-03-25,W05,2023-03-31,2023-04-04,1
O003989,2023-03-29,W02,2023-04-07,2023-04-12,2
O003990,2023-08-30,W03,2023-09-07,2023-09-08,0
O003991,2023-12-08,W02,2023-12-09,2023-12-13,1
O003992,2023-04-03,W02,2023-04-09,2023-04-12,0
O003993,2023-03-27,W02,2023-03-30,2023-03-31,0
O003994,2023-02-13,W01,2023-02-19,2023-02-25,3
O003995,2023-05-17,W04,2023-05-26,2023-05-29,0
O003996,2023-03-15,W01,2023-03-21,2023-03-24,0
O003997,2023-02-05,W01,2023-02-13,2023-02-15,0
O003998,2023-04-11,W02,2023-04-17,2023-04-22,2
O003999,2023-06-05,W04,2023-06-11,2023-06-13,0
O004000,2023-09-12,W01,2023-09-19,2023-09-24,2
O004001,2023-06-20,W04,2023-06-24,2023-06-26,0
O004002,2023-08-04,W02,2023-08-12,2023-08-13,0
O004003,2023-06-19,W01,2023-06-23,2023-06-26,0
O004004,2023-09-09,W04,2023-09-16,2023-09-17,0
O004005,2023-12-26,W05,2023-12-27,2024-01-01,2
O004006,2023-11-18,W01,2023-11-27,2023-11-30,0
O004007,2023-02-24,W01,2023-03-05,2023-03-08,0
O004008,2023-04-01,W01,2023-04-08,2023-04-13,2
O004009,2023-10-05,W04,2023-10-13,2023-10-14,0
O004010,2023-04-11,W03,2023-04-13,2023-04-16,0
O004011,2023-06-04,W01,2023-06-11,2023-06-17,3
O004012,2023-12-15,W05,2023-12-16,2023-12-17,0
O004013,2023-12-30,W05,2024-01-02,2024-01-03,0
O004014,2023-05-21,W02,2023-05-27,2023-05-28,0
O004015,2023-06-22,W03,2023-06-27,2023-06-30,0
O004016,2023-01-10,W03,2023-01-15,2023-01-19,1
O004017,2023-08-16,W04,2023-08-25,2023-08-27,0
O004018,2023-09-22,W02,2023-09-28,2023-10-03,2
O004019,2023-09-05,W04,2023-09-08,2023-09-09,0
O004020,2023-09-04,W02,2023-09-06,2023-09-09,0
O004021,2023-06-04,W03,2023-06-13,2023-06-18,2
O004022,2023-02-03,W04,2023-02-07,2023-02-11,1
O004023,2023-05-09,W02,2023-05-14,2023-05-20,3
O004024,2023-06-09,W03,2023-06-18,2023-06-22,1
O004025,2023-03-30,W03,2023-04-04,2023-04-07,0
O004026,2023-04-03,W01,2023-04-10,2023-04-11,0
O004027,2023-11-23,W04,2023-11-25,2023-11-29,1
O004028,2023-08-29,W01,2023-08-31,2023-09-04,1
O004029,2023-11-19,W03,2023-11-23,2023-11-27,1
O004030,2023-04-27,W04,2023-05-05,2023-05-11,3
O004031,2023-04-04,W04,2023-04-06,2023-04-09,0
O004032,2023-06-12,W05,2023-06-19,2023-06-24,2
O004033,2023-04-09,W02,2023-04-10,2023-04-12,0
O004034,2023-04-23,W05,2023-05-02,2023-05-05,0
O004035,2023-12-25,W05,2023-12-31,2024-01-01,0
O004036,2023-04-01,W03,2023-04-02,2023-04-05,0
O004037,2023-12-12,W02,2023-12-18,2023-12-21,0
O004038,2023-07-25,W05,2023-07-30,2023-08-05,3
O004039,2023-01-17,W05,2023-01-22,2023-01-24,0
O004040,2023-10-01,W04,2023-10-06,2023-10-08,0
O004041,2023-06-22,W03,2023-06-26,2023-06-28,0
O004042,2023-04-26,W05,2023-05-03,2023-05-08,2
O004043,2023-12-15,W02,2023-12-24,2023-12-27,0
O004044,2023-06-30,W01,2023-07-04,2023-07-10,3
O004045,2023-04-01,W01,2023-04-03,2023-04-04,0
O004046,2023-03-23,W03,2023-03-25,2023-03-27,0
O004047,2023-11-20,W01,2023-11-22,2023-11-24,0
O004048,2023-04-24,W04,2023-05-01,2023-05-04,0
O004049,2023-09-14,W04,2023-09-18,2023-09-19,0
O004050,2023-02-27,W02,2023-03-03,2023-03-09,3
O004051,2023-06-03,W03,2023-06-04,2023-06-06,0
O004052,2023-12-31,W03,2024-01-04,2024-01-07,0
O004053,2023-04-26,W01,2023-05-02,2023-05-06,1
O004054,2023-12-09,W05,2023-12-11,2023-12-17,3
O004055,2023-09-23,W05,2023-09-27,2023-10-02,2
O004056,2023-11-11,W05,2023-11-18,2023-11-24,3
O004057,2023-07-22,W02,2023-07-31,2023-08-03,0
O004058,2023-02-10,W03,2023-02-12,2023-02-14,0
O004059,2023-04-15,W01,2023-04-23,2023-04-29,3
O004060,2023-07-12,W02,2023-07-18,2023-07-19,0
O004061,2023-10-05,W04,2023-10-13,2023-10-17,1
O004062,2023-12-20,W04,2023-12-22,2023-12-23,0
O004063,2023-08-25,W04,2023-08-26,2023-08-27,0
O004064,2023-08-09,W03,2023-08-16,2023-08-17,0
O004065,2023-03-09,W04,2023-03-18,2023-03-21,0
O004066,2023-07-16,W05,2023-07-25,2023-07-28,0
O004067,2023-09-13,W04,2023-09-15,2023-09-21,3
O004068,2023-05-19,W02,2023-05-23,2023-05-28,2
O004069,2023-11-08,W04,2023-11-09,2023-11-13,1
O004070,2023-05-29,W05,2023-06-05,2023-06-11,3
O004071,2023-04-09,W04,2023-04-11,2023-04-12,0
O004072,2023-03-17,W01,2023-03-21,2023-03-27,3
O004073,2023-10-09,W05,2023-10-11,2023-10-13,0
O004074,2023-04-19,W03,2023-04-20,2023-04-26,3
O004075,2023-07-07,W04,2023-07-14,2023-07-20,3
O004076,2023-07-18,W02,2023-07-24,2023-07-25,0
O004077,2023-10-30,W04,2023-11-01,2023-11-07,3
O004078,2023-11-23,W02,2023-11-27,2023-12-01,1
O004079,2023-06-03,W01,2023-06-06,2023-06-07,0
O004080,2023-02-09,W03,2023-02-12,2023-02-15,0
O004081,2023-05-13,W05,2023-05-16,2023-05-19,0
O004082,2023-05-12,W05,2023-05-16,2023-05-22,3
O004083,2023-10-06,W03,2023-10-07,2023-10-13,3
O004084,2023-12-28,W01,2023-12-29,2024-01-02,1
O004085,2023-03-25,W01,2023-04-01,2023-04-06,2
O004086,2023-08-30,W04,2023-09-04,2023-09-05,0
O004087,2023-04-26,W01,2023-04-29,2023-05-03,1
O004088,2023-04-19,W04,2023-04-28,2023-05-04,3
O004089,2023-08-09,W02,2023-08-14,2023-08-20,3
O004090,2023-02-10,W03,2023-02-13,2023-02-19,3
O004091,2023-05-27,W02,2023-06-05,2023-06-11,3
O004092,2023-04-22,W02,2023-04-23,2023-04-25,0
O004093,2023-04-13,W02,2023-04-22,2023-04-28,3
O004094,2023-02-15,W02,2023-02-20,2023-02-26,3
O004095,2023-11-20,W05,2023-11-26,2023-11-28,0
O004096,2023-09-28,W01,2023-09-30,2023-10-05,2
O004097,2023-07-14,W03,2023-07-22,2023-07-25,0
O004098,2023-10-07,W03,2023-10-10,2023-10-16,3
O004099,2023-10-10,W02,2023-10-11,2023-10-17,3
O004100,2023-02-09,W03,2023-02-16,2023-02-20,1
O004101,2023-07-08,W04,2023-07-11,2023-07-12,0
O004102,2023-06-13,W03,2023-06-17,2023-06-21,1
O004103,2023-01-24,W02,2023-01-29,2023-02-04,3
O004104,2023-01-24,W03,2023-01-25,2023-01-30,2
O004105,2023-01-04,W01,2023-01-13,2023-01-17,1
O004106,2023-11-19,W02,2023-11-26,2023-12-01,2
O004107,2023-10-17,W05,2023-10-19,2023-10-24,2
O004108,2023-06-30,W01,2023-07-01,2023-07-07,3
O004109,2023-09-05,W03,2023-09-07,2023-09-12,2
O004110,2023-04-26,W05,2023-04-29,2023-05-03,1
O004111,2023-10-06,W01,2023-10-09,2023-10-11,0
O004112,2023-12-31,W04,2024-01-08,2024-01-09,0
O004113,2023-03-10,W01,2023-03-15,2023-03-20,2
O004114,2023-12-17,W05,2023-12-26,2024-01-01,3
O004115,2023-09-11,W04,2023-09-14,2023-09-17,0
O004116,2023-06-30,W03,2023-07-06,2023-07-11,2
O004117,2023-11-14,W02,2023-11-18,2023-11-22,1
O004118,2023-06-18,W03,2023-06-26,2023-07-01,2
O004119,2023-11-09,W02,2023-11-10,2023-11-13,0
O004120,2023-09-06,W02,2023-09-10,2023-09-12,0
O004121,2023-07-07,W05,2023-07-14,2023-07-18,1
O004122,2023-02-23,W04,2023-03-04,2023-03-08,1
O004123,2023-11-22,W04,2023-11-23,2023-11-29,3
O004124,2023-12-23,W01,2023-12-31,2024-01-04,1
O004125,2023-11-09,W03,2023-11-11,2023-11-14,0
O004126,2023-05-18,W05,2023-05-22,2023-05-26,1
O004127,2023-06-17,W03,2023-06-21,2023-06-23,0
O004128,2023-04-13,W01,2023-04-21,2023-04-22,0
O004129,2023-03-26,W01,2023-03-28,2023-03-29,0
O004130,2023-11-13,W05,2023-11-20,2023-11-25,2
O004131,2023-07-31,W01,2023-08-03,2023-08-04,0
O004132,2023-01-03,W05,2023-01-12,2023-01-15,0
O004133,2023-06-28,W01,2023-07-03,2023-07-04,0
O004134,2023-12-08,W04,2023-12-16,2023-12-19,0
O004135,2023-10-30,W05,2023-11-04,2023-11-07,0
O004136,2023-11-28,W04,2023-11-29,2023-12-04,2
O004137,2023-02-07,W04,2023-02-16,2023-02-17,0
O004138,2023-08-27,W05,2023-09-03,2023-09-08,2
O004139,2023-06-18,W03,2023-06-22,2023-06-26,1
O004140,2023-12-09,W02,2023-12-16,2023-12-18,0
O004141,2023-11-10,W01,2023-11-15,2023-11-16,0
O004142,2023-11-02,W01,2023-11-11,2023-11-15,1
O004143,2023-01-30,W03,2023-02-01,2023-02-07,3
O004144,2023-07-09,W02,2023-07-13,2023-07-17,1
O004145,2023-12-23,W03,2023-12-29,2024-01-03,2
O004146,2023-01-25,W02,2023-01-30,2023-02-04,2
O004147,2023-04-22,W05,2023-04-23,2023-04-25,0
O004148,2023-07-25,W05,2023-08-03,2023-08-05,0
O004149,2023-07-04,W04,2023-07-13,2023-07-15,0
O004150,2023-02-16,W04,2023-02-19,2023-02-21,0
O004151,2023-08-16,W05,2023-08-20,2023-08-25,2
O004152,2023-02-08,W04,2023-02-12,2023-02-15,0
O004153,2023-01-16,W05,2023-01-24,2023-01-29,2
O004154,2023-01-22,W03,2023-01-28,2023-01-31,0
O004155,2023-08-01,W01,2023-08-03,2023-08-08,2
O004156,2023-11-06,W05,2023-11-10,2023-11-16,3
O004157,2023-05-29,W05,2023-05-30,2023-06-04,2
O004158,2023-08-29,W05,2023-09-01,2023-09-03,0
